SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
10354,3/30/2020,Yukon,Canada,3/8/2020 5:31,4,0,0
10535,3/31/2020,Alberta,Canada,3/31/2020 23:49,690,8,0
10544,3/31/2020,British Columbia,Canada,3/31/2020 23:49,1013,24,0
10554,3/31/2020,Diamond Princess cruise ship,Canada,3/31/2020 23:49,0,1,0
10565,3/31/2020,Grand Princess,Canada,3/31/2020 23:49,13,0,0
10596,3/31/2020,Manitoba,Canada,3/31/2020 23:49,103,1,0
10609,3/31/2020,New Brunswick,Canada,3/31/2020 23:49,70,0,0
10616,3/31/2020,Newfoundland and Labrador,Canada,3/31/2020 23:49,152,1,0
10622,3/31/2020,Northwest Territories,Canada,3/31/2020 23:49,1,0,0
10623,3/31/2020,Nova Scotia,Canada,3/31/2020 23:49,147,0,0
10626,3/31/2020,Ontario,Canada,3/31/2020 23:49,1966,33,0
10629,3/31/2020,Prince Edward Island,Canada,3/31/2020 23:49,21,0,0
10632,3/31/2020,Quebec,Canada,3/31/2020 23:49,4162,31,0
10634,3/31/2020,Recovered,Canada,3/31/2020 23:49,0,0,1592
10639,3/31/2020,Saskatchewan,Canada,3/31/2020 23:49,184,2,0
10667,3/31/2020,Yukon,Canada,3/31/2020 23:49,5,0,0
10848,4/1/2020,Alberta,Canada,4/1/2020 22:04,754,9,0
10857,4/1/2020,British Columbia,Canada,4/1/2020 22:04,1013,24,0
10867,4/1/2020,Diamond Princess cruise ship,Canada,4/1/2020 22:04,0,1,0
10878,4/1/2020,Grand Princess,Canada,4/1/2020 22:04,13,0,0
10909,4/1/2020,Manitoba,Canada,4/1/2020 22:04,127,1,0
10922,4/1/2020,New Brunswick,Canada,4/1/2020 22:04,81,0,0
10929,4/1/2020,Newfoundland and Labrador,Canada,4/1/2020 22:04,175,1,0
10935,4/1/2020,Northwest Territories,Canada,4/1/2020 22:04,2,0,0
10936,4/1/2020,Nova Scotia,Canada,4/1/2020 22:04,173,0,0
10939,4/1/2020,Ontario,Canada,4/1/2020 22:04,2392,37,0
10942,4/1/2020,Prince Edward Island,Canada,4/1/2020 22:04,21,0,0
10945,4/1/2020,Quebec,Canada,4/1/2020 22:04,4611,33,0
10947,4/1/2020,Recovered,Canada,4/1/2020 22:04,0,0,1324
10952,4/1/2020,Saskatchewan,Canada,4/1/2020 22:04,193,3,0
10980,4/1/2020,Yukon,Canada,4/1/2020 22:04,5,0,0
11162,4/2/2020,Alberta,Canada,4/2/2020 8:53,969,13,0
11172,4/2/2020,British Columbia,Canada,4/2/2020 8:53,1121,31,0
11182,4/2/2020,Diamond Princess cruise ship,Canada,4/2/2020 8:53,0,1,0
11193,4/2/2020,Grand Princess,Canada,4/2/2020 8:53,13,0,0
11224,4/2/2020,Manitoba,Canada,4/2/2020 8:53,167,1,0
11237,4/2/2020,New Brunswick,Canada,4/2/2020 8:53,91,0,0
11244,4/2/2020,Newfoundland and Labrador,Canada,4/2/2020 8:53,183,1,0
11250,4/2/2020,Northwest Territories,Canada,4/2/2020 8:53,2,0,0
11251,4/2/2020,Nova Scotia,Canada,4/2/2020 8:53,193,0,0
11254,4/2/2020,Ontario,Canada,4/2/2020 8:53,2793,53,0
11257,4/2/2020,Prince Edward Island,Canada,4/2/2020 8:53,22,0,0
11260,4/2/2020,Quebec,Canada,4/2/2020 8:53,5518,36,0
11262,4/2/2020,Recovered,Canada,4/2/2020 8:53,0,0,1735
11267,4/2/2020,Saskatchewan,Canada,4/2/2020 8:53,206,3,0
11295,4/2/2020,Yukon,Canada,4/2/2020 8:53,6,0,0
11477,4/3/2020,Alberta,Canada,4/3/2020 22:52,969,13,0
11487,4/3/2020,British Columbia,Canada,4/3/2020 22:52,1174,31,0
11497,4/3/2020,Diamond Princess cruise ship,Canada,4/3/2020 22:52,0,1,0
11508,4/3/2020,Grand Princess,Canada,4/3/2020 22:52,13,0,0
11539,4/3/2020,Manitoba,Canada,4/3/2020 22:52,182,2,0
11552,4/3/2020,New Brunswick,Canada,4/3/2020 22:52,91,0,0
11559,4/3/2020,Newfoundland and Labrador,Canada,4/3/2020 22:52,195,1,0
11565,4/3/2020,Northwest Territories,Canada,4/3/2020 22:52,2,0,0
11566,4/3/2020,Nova Scotia,Canada,4/3/2020 22:52,207,0,0
11569,4/3/2020,Ontario,Canada,4/3/2020 22:52,3255,67,0
11572,4/3/2020,Prince Edward Island,Canada,4/3/2020 22:52,22,0,0
11575,4/3/2020,Quebec,Canada,4/3/2020 22:52,6101,61,0
11577,4/3/2020,Recovered,Canada,4/3/2020 22:52,0,0,2175
11582,4/3/2020,Saskatchewan,Canada,4/3/2020 22:52,220,3,0
11610,4/3/2020,Yukon,Canada,4/3/2020 22:52,6,0,0
11792,4/4/2020,Alberta,Canada,4/4/2020 9:38,1075,18,0
11802,4/4/2020,British Columbia,Canada,4/4/2020 9:38,1203,38,0
11812,4/4/2020,Diamond Princess cruise ship,Canada,4/4/2020 9:38,0,1,0
11824,4/4/2020,Grand Princess,Canada,4/4/2020 9:38,13,0,0
11855,4/4/2020,Manitoba,Canada,4/4/2020 9:38,182,2,0
11868,4/4/2020,New Brunswick,Canada,4/4/2020 9:38,91,0,0
11875,4/4/2020,Newfoundland and Labrador,Canada,4/4/2020 9:38,195,1,0
11881,4/4/2020,Northwest Territories,Canada,4/4/2020 9:38,4,0,0
11882,4/4/2020,Nova Scotia,Canada,4/4/2020 9:38,236,0,0
11885,4/4/2020,Ontario,Canada,4/4/2020 9:38,3630,94,0
11888,4/4/2020,Prince Edward Island,Canada,4/4/2020 9:38,22,0,0
11891,4/4/2020,Quebec,Canada,4/4/2020 9:38,6101,61,0
11893,4/4/2020,Recovered,Canada,4/4/2020 9:38,0,0,2577
11898,4/4/2020,Saskatchewan,Canada,4/4/2020 9:38,220,3,0
11926,4/4/2020,Yukon,Canada,4/4/2020 9:38,6,0,0
12110,4/5/2020,Alberta,Canada,4/5/2020 23:13,1181,20,0
12120,4/5/2020,British Columbia,Canada,4/5/2020 23:13,1203,38,0
12130,4/5/2020,Diamond Princess cruise ship,Canada,4/5/2020 23:13,0,1,0
12142,4/5/2020,Grand Princess,Canada,4/5/2020 23:13,13,0,0
12173,4/5/2020,Manitoba,Canada,4/5/2020 23:13,203,2,0
12186,4/5/2020,New Brunswick,Canada,4/5/2020 23:13,98,0,0
12193,4/5/2020,Newfoundland and Labrador,Canada,4/5/2020 23:13,217,1,0
12199,4/5/2020,Northwest Territories,Canada,4/5/2020 23:13,4,0,0
12200,4/5/2020,Nova Scotia,Canada,4/5/2020 23:13,262,0,0
12203,4/5/2020,Ontario,Canada,4/5/2020 23:13,4354,119,0
12206,4/5/2020,Prince Edward Island,Canada,4/5/2020 23:13,22,0,0
12209,4/5/2020,Quebec,Canada,4/5/2020 23:13,7944,75,0
12211,4/5/2020,Recovered,Canada,4/5/2020 23:13,0,0,3012
12217,4/5/2020,Saskatchewan,Canada,4/5/2020 23:13,249,3,0
12245,4/5/2020,Yukon,Canada,4/5/2020 23:13,6,0,0
12430,4/6/2020,Alberta,Canada,4/6/2020 9:37,1250,23,0
12440,4/6/2020,British Columbia,Canada,4/6/2020 9:37,1266,38,0
12450,4/6/2020,Diamond Princess cruise ship,Canada,4/6/2020 9:37,0,1,0
12462,4/6/2020,Grand Princess,Canada,4/6/2020 9:37,13,0,0
12493,4/6/2020,Manitoba,Canada,4/6/2020 9:37,203,2,0
12506,4/6/2020,New Brunswick,Canada,4/6/2020 9:37,103,0,0
12513,4/6/2020,Newfoundland and Labrador,Canada,4/6/2020 9:37,226,1,0
12519,4/6/2020,Northwest Territories,Canada,4/6/2020 9:37,5,0,0
12520,4/6/2020,Nova Scotia,Canada,4/6/2020 9:37,293,0,0
12523,4/6/2020,Ontario,Canada,4/6/2020 9:37,4347,150,0
12526,4/6/2020,Prince Edward Island,Canada,4/6/2020 9:37,22,0,0
12529,4/6/2020,Quebec,Canada,4/6/2020 9:37,8580,121,0
12531,4/6/2020,Recovered,Canada,4/6/2020 9:37,0,0,3256
12537,4/6/2020,Saskatchewan,Canada,4/6/2020 9:37,249,3,0
12565,4/6/2020,Yukon,Canada,4/6/2020 9:37,6,0,0
12750,4/7/2020,Alberta,Canada,4/7/2020 23:11,1373,24,0
12760,4/7/2020,British Columbia,Canada,4/7/2020 23:11,1266,39,0
12770,4/7/2020,Diamond Princess cruise ship,Canada,4/7/2020 23:11,0,1,0
12782,4/7/2020,Grand Princess,Canada,4/7/2020 23:11,13,0,0
12813,4/7/2020,Manitoba,Canada,4/7/2020 23:11,217,3,0
12826,4/7/2020,New Brunswick,Canada,4/7/2020 23:11,105,0,0
12833,4/7/2020,Newfoundland and Labrador,Canada,4/7/2020 23:11,228,1,0
12839,4/7/2020,Northwest Territories,Canada,4/7/2020 23:11,5,0,0
12840,4/7/2020,Nova Scotia,Canada,4/7/2020 23:11,310,1,0
12843,4/7/2020,Ontario,Canada,4/7/2020 23:11,4726,153,0
12846,4/7/2020,Prince Edward Island,Canada,4/7/2020 23:11,22,0,0
12849,4/7/2020,Quebec,Canada,4/7/2020 23:11,9340,150,0
12851,4/7/2020,Recovered,Canada,4/7/2020 23:11,0,0,3791
12857,4/7/2020,Saskatchewan,Canada,4/7/2020 23:11,260,3,0
12885,4/7/2020,Yukon,Canada,4/7/2020 23:11,7,0,0
13070,4/8/2020,Alberta,Canada,4/8/2020 22:59,1373,26,0
13080,4/8/2020,British Columbia,Canada,4/8/2020 22:59,1291,43,0
13090,4/8/2020,Diamond Princess cruise ship,Canada,4/8/2020 22:59,0,1,0
13102,4/8/2020,Grand Princess,Canada,4/8/2020 22:59,13,0,0
13133,4/8/2020,Manitoba,Canada,4/8/2020 22:59,217,3,0
13146,4/8/2020,New Brunswick,Canada,4/8/2020 22:59,105,0,0
13153,4/8/2020,Newfoundland and Labrador,Canada,4/8/2020 22:59,228,1,0
13159,4/8/2020,Northwest Territories,Canada,4/8/2020 22:59,5,0,0
13160,4/8/2020,Nova Scotia,Canada,4/8/2020 22:59,310,1,0
13163,4/8/2020,Ontario,Canada,4/8/2020 22:59,5276,153,0
13166,4/8/2020,Prince Edward Island,Canada,4/8/2020 22:59,25,1,0
13169,4/8/2020,Quebec,Canada,4/8/2020 22:59,10031,175,0
13171,4/8/2020,Recovered,Canada,4/8/2020 22:59,0,0,4154
13177,4/8/2020,Saskatchewan,Canada,4/8/2020 22:59,260,3,0
13205,4/8/2020,Yukon,Canada,4/8/2020 22:59,7,0,0
13390,4/9/2020,Alberta,Canada,4/9/2020 23:09,1423,29,0
13400,4/9/2020,British Columbia,Canada,4/9/2020 23:09,1336,48,0
13410,4/9/2020,Diamond Princess cruise ship,Canada,4/9/2020 23:09,0,1,0
13422,4/9/2020,Grand Princess,Canada,4/9/2020 23:09,13,0,0
13453,4/9/2020,Manitoba,Canada,4/9/2020 23:09,221,3,0
13466,4/9/2020,New Brunswick,Canada,4/9/2020 23:09,108,0,0
13473,4/9/2020,Newfoundland and Labrador,Canada,4/9/2020 23:09,232,2,0
13479,4/9/2020,Northwest Territories,Canada,4/9/2020 23:09,5,0,0
13480,4/9/2020,Nova Scotia,Canada,4/9/2020 23:09,342,1,0
13483,4/9/2020,Ontario,Canada,4/9/2020 23:09,5759,200,0
13486,4/9/2020,Prince Edward Island,Canada,4/9/2020 23:09,25,0,0
13489,4/9/2020,Quebec,Canada,4/9/2020 23:09,10912,216,0
13491,4/9/2020,Recovered,Canada,4/9/2020 23:09,0,0,5162
13497,4/9/2020,Saskatchewan,Canada,4/9/2020 23:09,271,3,0
13525,4/9/2020,Yukon,Canada,4/9/2020 23:09,7,0,0
13711,4/10/2020,Alberta,Canada,4/10/2020 23:01,1451,32,0
13721,4/10/2020,British Columbia,Canada,4/10/2020 23:01,1370,50,0
13731,4/10/2020,Diamond Princess cruise ship,Canada,4/10/2020 23:01,0,1,0
13743,4/10/2020,Grand Princess,Canada,4/10/2020 23:01,13,0,0
13774,4/10/2020,Manitoba,Canada,4/10/2020 23:01,230,3,0
13787,4/10/2020,New Brunswick,Canada,4/10/2020 23:01,112,0,0
13794,4/10/2020,Newfoundland and Labrador,Canada,4/10/2020 23:01,239,3,0
13800,4/10/2020,Northwest Territories,Canada,4/10/2020 23:01,5,0,0
13801,4/10/2020,Nova Scotia,Canada,4/10/2020 23:01,407,2,0
13804,4/10/2020,Ontario,Canada,4/10/2020 23:01,6237,222,0
13807,4/10/2020,Prince Edward Island,Canada,4/10/2020 23:01,25,0,0
13810,4/10/2020,Quebec,Canada,4/10/2020 23:01,11677,241,0
13812,4/10/2020,Recovered,Canada,4/10/2020 23:01,0,0,5855
13818,4/10/2020,Saskatchewan,Canada,4/10/2020 23:01,285,3,0
13846,4/10/2020,Yukon,Canada,4/10/2020 23:01,8,0,0
14032,4/11/2020,Alberta,Canada,4/11/2020 22:52,1567,40,0
14042,4/11/2020,British Columbia,Canada,4/11/2020 22:52,1445,58,0
14052,4/11/2020,Diamond Princess cruise ship,Canada,4/11/2020 22:52,0,1,0
14064,4/11/2020,Grand Princess,Canada,4/11/2020 22:52,13,0,0
14095,4/11/2020,Manitoba,Canada,4/11/2020 22:52,243,4,0
14108,4/11/2020,New Brunswick,Canada,4/11/2020 22:52,112,0,0
14115,4/11/2020,Newfoundland and Labrador,Canada,4/11/2020 22:52,241,3,0
14121,4/11/2020,Northwest Territories,Canada,4/11/2020 22:52,5,0,0
14122,4/11/2020,Nova Scotia,Canada,4/11/2020 22:52,428,2,0
14125,4/11/2020,Ontario,Canada,4/11/2020 22:52,6648,253,0
14128,4/11/2020,Prince Edward Island,Canada,4/11/2020 22:52,25,0,0
14131,4/11/2020,Quebec,Canada,4/11/2020 22:52,12292,289,0
14133,4/11/2020,Recovered,Canada,4/11/2020 22:52,0,0,6589
14139,4/11/2020,Saskatchewan,Canada,4/11/2020 22:52,289,4,0
14167,4/11/2020,Yukon,Canada,4/11/2020 22:52,8,0,0
14353,4/12/2020,Alberta,Canada,4/12/2020 23:25,1567,40,0
14363,4/12/2020,British Columbia,Canada,4/12/2020 23:25,1445,58,0
14384,4/12/2020,Grand Princess,Canada,4/12/2020 23:25,13,0,0
14415,4/12/2020,Manitoba,Canada,4/12/2020 23:25,242,4,0
14428,4/12/2020,New Brunswick,Canada,4/12/2020 23:25,114,0,0
14435,4/12/2020,Newfoundland and Labrador,Canada,4/12/2020 23:25,242,3,0
14441,4/12/2020,Northwest Territories,Canada,4/12/2020 23:25,5,0,0
14442,4/12/2020,Nova Scotia,Canada,4/12/2020 23:25,445,2,0
14445,4/12/2020,Ontario,Canada,4/12/2020 23:25,7049,274,0
14448,4/12/2020,Prince Edward Island,Canada,4/12/2020 23:25,25,0,0
14451,4/12/2020,Quebec,Canada,4/12/2020 23:25,12846,328,0
14453,4/12/2020,Recovered,Canada,4/12/2020 23:25,0,0,7123
14459,4/12/2020,Saskatchewan,Canada,4/12/2020 23:25,298,4,0
14487,4/12/2020,Yukon,Canada,4/12/2020 23:25,8,0,0
14673,4/13/2020,Alberta,Canada,4/13/2020 23:15,1732,46,0
14683,4/13/2020,British Columbia,Canada,4/13/2020 23:15,1490,69,0
14704,4/13/2020,Grand Princess,Canada,4/13/2020 23:15,13,0,0
14735,4/13/2020,Manitoba,Canada,4/13/2020 23:15,246,4,0
14748,4/13/2020,New Brunswick,Canada,4/13/2020 23:15,116,0,0
14755,4/13/2020,Newfoundland and Labrador,Canada,4/13/2020 23:15,244,3,0
14761,4/13/2020,Northwest Territories,Canada,4/13/2020 23:15,5,0,0
14762,4/13/2020,Nova Scotia,Canada,4/13/2020 23:15,474,3,0
14765,4/13/2020,Ontario,Canada,4/13/2020 23:15,7470,291,0
14768,4/13/2020,Prince Edward Island,Canada,4/13/2020 23:15,25,0,0
14771,4/13/2020,Quebec,Canada,4/13/2020 23:15,13557,360,0
14773,4/13/2020,Recovered,Canada,4/13/2020 23:15,0,0,7758
14779,4/13/2020,Saskatchewan,Canada,4/13/2020 23:15,300,4,0
14807,4/13/2020,Yukon,Canada,4/13/2020 23:15,8,0,0
14993,4/14/2020,Alberta,Canada,4/14/2020 23:41,1870,48,0
15003,4/14/2020,British Columbia,Canada,4/14/2020 23:41,1490,69,0
15024,4/14/2020,Grand Princess,Canada,4/14/2020 23:41,13,0,0
15055,4/14/2020,Manitoba,Canada,4/14/2020 23:41,246,4,0
15068,4/14/2020,New Brunswick,Canada,4/14/2020 23:41,116,0,0
15075,4/14/2020,Newfoundland and Labrador,Canada,4/14/2020 23:41,244,3,0
15081,4/14/2020,Northwest Territories,Canada,4/14/2020 23:41,5,0,0
15082,4/14/2020,Nova Scotia,Canada,4/14/2020 23:41,517,3,0
15085,4/14/2020,Ontario,Canada,4/14/2020 23:41,7953,334,0
15088,4/14/2020,Prince Edward Island,Canada,4/14/2020 23:41,25,0,0
15091,4/14/2020,Quebec,Canada,4/14/2020 23:41,14248,435,0
15093,4/14/2020,Recovered,Canada,4/14/2020 23:41,0,0,8210
15099,4/14/2020,Saskatchewan,Canada,4/14/2020 23:41,300,4,0
15127,4/14/2020,Yukon,Canada,4/14/2020 23:41,8,0,0
15313,4/15/2020,Alberta,Canada,4/15/2020 23:04,1870,48,0
15323,4/15/2020,British Columbia,Canada,4/15/2020 23:04,1517,72,0
15344,4/15/2020,Grand Princess,Canada,4/15/2020 23:04,13,0,0
15375,4/15/2020,Manitoba,Canada,4/15/2020 23:04,246,5,0
15388,4/15/2020,New Brunswick,Canada,4/15/2020 23:04,117,0,0
15395,4/15/2020,Newfoundland and Labrador,Canada,4/15/2020 23:04,247,3,0
15401,4/15/2020,Northwest Territories,Canada,4/15/2020 23:04,5,0,0
15402,4/15/2020,Nova Scotia,Canada,4/15/2020 23:04,549,3,0
15405,4/15/2020,Ontario,Canada,4/15/2020 23:04,8447,385,0
15408,4/15/2020,Prince Edward Island,Canada,4/15/2020 23:04,26,0,0
15411,4/15/2020,Quebec,Canada,4/15/2020 23:04,14860,487,0
15413,4/15/2020,Recovered,Canada,4/15/2020 23:04,0,0,8966
15419,4/15/2020,Saskatchewan,Canada,4/15/2020 23:04,304,4,0
15447,4/15/2020,Yukon,Canada,4/15/2020 23:04,8,0,0
15633,4/16/2020,Alberta,Canada,4/16/2020 23:38,1996,48,0
15643,4/16/2020,British Columbia,Canada,4/16/2020 23:38,1561,75,0
15664,4/16/2020,Grand Princess,Canada,4/16/2020 23:38,13,0,0
15695,4/16/2020,Manitoba,Canada,4/16/2020 23:38,250,5,0
15708,4/16/2020,New Brunswick,Canada,4/16/2020 23:38,117,0,0
15715,4/16/2020,Newfoundland and Labrador,Canada,4/16/2020 23:38,252,3,0
15721,4/16/2020,Northwest Territories,Canada,4/16/2020 23:38,5,0,0
15722,4/16/2020,Nova Scotia,Canada,4/16/2020 23:38,579,3,0
15725,4/16/2020,Ontario,Canada,4/16/2020 23:38,9840,490,0
15728,4/16/2020,Prince Edward Island,Canada,4/16/2020 23:38,26,0,0
15731,4/16/2020,Quebec,Canada,4/16/2020 23:38,15857,630,0
15733,4/16/2020,Recovered,Canada,4/16/2020 23:38,0,0,9698
15739,4/16/2020,Saskatchewan,Canada,4/16/2020 23:38,305,4,0
15767,4/16/2020,Yukon,Canada,4/16/2020 23:38,8,0,0
15953,4/17/2020,Alberta,Canada,4/17/2020 23:38,2397,50,0
15963,4/17/2020,British Columbia,Canada,4/17/2020 23:38,1575,77,0
15984,4/17/2020,Grand Princess,Canada,4/17/2020 23:38,13,0,0
16015,4/17/2020,Manitoba,Canada,4/17/2020 23:38,250,5,0
16028,4/17/2020,New Brunswick,Canada,4/17/2020 23:38,117,0,0
16035,4/17/2020,Newfoundland and Labrador,Canada,4/17/2020 23:38,256,3,0
16041,4/17/2020,Northwest Territories,Canada,4/17/2020 23:38,5,0,0
16042,4/17/2020,Nova Scotia,Canada,4/17/2020 23:38,606,4,0
16045,4/17/2020,Ontario,Canada,4/17/2020 23:38,10456,524,0
16048,4/17/2020,Prince Edward Island,Canada,4/17/2020 23:38,26,0,0
16051,4/17/2020,Quebec,Canada,4/17/2020 23:38,16798,688,0
16053,4/17/2020,Recovered,Canada,4/17/2020 23:38,0,0,10545
16059,4/17/2020,Saskatchewan,Canada,4/17/2020 23:38,307,4,0
16087,4/17/2020,Yukon,Canada,4/17/2020 23:38,8,0,0
16273,4/18/2020,Alberta,Canada,4/18/2020 22:40,2562,51,0
16283,4/18/2020,British Columbia,Canada,4/18/2020 22:40,1618,78,0
16304,4/18/2020,Grand Princess,Canada,4/18/2020 22:40,13,0,0
16335,4/18/2020,Manitoba,Canada,4/18/2020 22:40,253,5,0
16348,4/18/2020,New Brunswick,Canada,4/18/2020 22:40,117,0,0
16355,4/18/2020,Newfoundland and Labrador,Canada,4/18/2020 22:40,257,3,0
16361,4/18/2020,Northwest Territories,Canada,4/18/2020 22:40,5,0,0
16362,4/18/2020,Nova Scotia,Canada,4/18/2020 22:40,649,7,0
16365,4/18/2020,Ontario,Canada,4/18/2020 22:40,11013,564,0
16368,4/18/2020,Prince Edward Island,Canada,4/18/2020 22:40,26,0,0
16371,4/18/2020,Quebec,Canada,4/18/2020 22:40,17521,688,0
16373,4/18/2020,Recovered,Canada,4/18/2020 22:40,0,0,10964
16379,4/18/2020,Saskatchewan,Canada,4/18/2020 22:40,313,4,0
16407,4/18/2020,Yukon,Canada,4/18/2020 22:40,9,0,0
16593,4/19/2020,Alberta,Canada,4/19/2020 23:49,2803,51,0
16603,4/19/2020,British Columbia,Canada,4/19/2020 23:49,1647,81,0
16624,4/19/2020,Grand Princess,Canada,4/19/2020 23:49,13,0,0
16655,4/19/2020,Manitoba,Canada,4/19/2020 23:49,254,5,0
16668,4/19/2020,New Brunswick,Canada,4/19/2020 23:49,118,0,0
16675,4/19/2020,Newfoundland and Labrador,Canada,4/19/2020 23:49,257,3,0
16681,4/19/2020,Northwest Territories,Canada,4/19/2020 23:49,5,0,0
16682,4/19/2020,Nova Scotia,Canada,4/19/2020 23:49,675,9,0
16685,4/19/2020,Ontario,Canada,4/19/2020 23:49,11561,591,0
16688,4/19/2020,Prince Edward Island,Canada,4/19/2020 23:49,26,0,0
16691,4/19/2020,Quebec,Canada,4/19/2020 23:49,17950,820,0
16693,4/19/2020,Recovered,Canada,4/19/2020 23:49,0,0,11847
16699,4/19/2020,Saskatchewan,Canada,4/19/2020 23:49,315,4,0
16727,4/19/2020,Yukon,Canada,4/19/2020 23:49,9,0,0
16913,4/20/2020,Alberta,Canada,4/20/2020 23:44,2908,59,0
16923,4/20/2020,British Columbia,Canada,4/20/2020 23:44,1647,82,0
16944,4/20/2020,Grand Princess,Canada,4/20/2020 23:44,13,0,0
16975,4/20/2020,Manitoba,Canada,4/20/2020 23:44,254,6,0
16988,4/20/2020,New Brunswick,Canada,4/20/2020 23:44,118,0,0
16995,4/20/2020,Newfoundland and Labrador,Canada,4/20/2020 23:44,257,3,0
17001,4/20/2020,Northwest Territories,Canada,4/20/2020 23:44,5,0,0
17002,4/20/2020,Nova Scotia,Canada,4/20/2020 23:44,721,9,0
17005,4/20/2020,Ontario,Canada,4/20/2020 23:44,12063,624,0
17008,4/20/2020,Prince Edward Island,Canada,4/20/2020 23:44,26,0,0
17011,4/20/2020,Quebec,Canada,4/20/2020 23:44,19319,939,0
17013,4/20/2020,Recovered,Canada,4/20/2020 23:44,0,0,12543
17019,4/20/2020,Saskatchewan,Canada,4/20/2020 23:44,316,4,0
17047,4/20/2020,Yukon,Canada,4/20/2020 23:44,11,0,0
17233,4/21/2020,Alberta,Canada,4/21/2020 23:39,3095,61,0
17243,4/21/2020,British Columbia,Canada,4/21/2020 23:39,1724,87,0
17264,4/21/2020,Grand Princess,Canada,4/21/2020 23:39,13,0,0
17295,4/21/2020,Manitoba,Canada,4/21/2020 23:39,255,6,0
17308,4/21/2020,New Brunswick,Canada,4/21/2020 23:39,118,0,0
17315,4/21/2020,Newfoundland and Labrador,Canada,4/21/2020 23:39,257,3,0
17321,4/21/2020,Northwest Territories,Canada,4/21/2020 23:39,5,0,0
17322,4/21/2020,Nova Scotia,Canada,4/21/2020 23:39,737,10,0
17325,4/21/2020,Ontario,Canada,4/21/2020 23:39,12715,694,0
17328,4/21/2020,Prince Edward Island,Canada,4/21/2020 23:39,26,0,0
17331,4/21/2020,Quebec,Canada,4/21/2020 23:39,20126,1044,0
17333,4/21/2020,Recovered,Canada,4/21/2020 23:39,0,0,13188
17339,4/21/2020,Saskatchewan,Canada,4/21/2020 23:39,320,4,0
17367,4/21/2020,Yukon,Canada,4/21/2020 23:39,11,0,0
17553,4/22/2020,Alberta,Canada,4/22/2020 23:38,3401,66,0
17563,4/22/2020,British Columbia,Canada,4/22/2020 23:38,1795,90,0
17614,4/22/2020,Manitoba,Canada,4/22/2020 23:38,257,6,0
17627,4/22/2020,New Brunswick,Canada,4/22/2020 23:38,118,0,0
17634,4/22/2020,Newfoundland and Labrador,Canada,4/22/2020 23:38,256,3,0
17640,4/22/2020,Northwest Territories,Canada,4/22/2020 23:38,5,0,0
17641,4/22/2020,Nova Scotia,Canada,4/22/2020 23:38,772,12,0
17644,4/22/2020,Ontario,Canada,4/22/2020 23:38,13718,762,0
17647,4/22/2020,Prince Edward Island,Canada,4/22/2020 23:38,26,0,0
17650,4/22/2020,Quebec,Canada,4/22/2020 23:38,20965,1134,0
17652,4/22/2020,Recovered,Canada,4/22/2020 23:38,0,0,14454
17658,4/22/2020,Saskatchewan,Canada,4/22/2020 23:38,326,4,0
17686,4/22/2020,Yukon,Canada,4/22/2020 23:38,11,0,0
17872,4/23/2020,Alberta,Canada,4/24/2020 3:31,3720,68,0
17882,4/23/2020,British Columbia,Canada,4/24/2020 3:31,1824,94,0
17892,4/23/2020,Diamond Princess cruise ship,Canada,4/24/2020 3:31,0,1,0
17934,4/23/2020,Manitoba,Canada,4/24/2020 3:31,262,6,0
17947,4/23/2020,New Brunswick,Canada,4/24/2020 3:31,118,0,0
17954,4/23/2020,Newfoundland and Labrador,Canada,4/24/2020 3:31,256,3,0
17960,4/23/2020,Northwest Territories,Canada,4/24/2020 3:31,5,0,0
17961,4/23/2020,Nova Scotia,Canada,4/24/2020 3:31,827,16,0
17964,4/23/2020,Ontario,Canada,4/24/2020 3:31,14068,806,0
17967,4/23/2020,Prince Edward Island,Canada,4/24/2020 3:31,26,0,0
17970,4/23/2020,Quebec,Canada,4/24/2020 3:31,21838,1243,0
17972,4/23/2020,Recovered,Canada,4/24/2020 3:31,0,0,14761
17978,4/23/2020,Saskatchewan,Canada,4/24/2020 3:31,331,4,0
18006,4/23/2020,Yukon,Canada,4/24/2020 3:31,11,0,0
18192,4/24/2020,Alberta,Canada,4/25/2020 6:31,4017,72,0
18202,4/24/2020,British Columbia,Canada,4/25/2020 6:31,1853,98,0
18212,4/24/2020,Diamond Princess cruise ship,Canada,4/25/2020 6:31,0,1,0
18254,4/24/2020,Manitoba,Canada,4/25/2020 6:31,263,6,0
18267,4/24/2020,New Brunswick,Canada,4/25/2020 6:31,118,0,0
18274,4/24/2020,Newfoundland and Labrador,Canada,4/25/2020 6:31,256,3,0
18280,4/24/2020,Northwest Territories,Canada,4/25/2020 6:31,5,0,0
18283,4/24/2020,Ontario,Canada,4/25/2020 6:31,14550,862,0
18286,4/24/2020,Prince Edward Island,Canada,4/25/2020 6:31,26,0,0
18289,4/24/2020,Quebec,Canada,4/25/2020 6:31,22616,1340,0
18291,4/24/2020,Recovered,Canada,4/25/2020 6:31,0,0,15149
18297,4/24/2020,Saskatchewan,Canada,4/25/2020 6:31,341,4,0
18325,4/24/2020,Yukon,Canada,4/25/2020 6:31,11,0,0
18511,4/25/2020,Alberta,Canada,4/26/2020 2:31,4233,73,0
18521,4/25/2020,British Columbia,Canada,4/26/2020 2:31,1948,100,0
